,rssi,corr,theta,timestamp
1564,"(719.075439453125, 1182.1961669921875, 5267.306640625, 53.26789855957031)","(-0.9327413439750671, -0.9322620034217834, 0.9283862709999084, 0.9271181225776672)",-4.3,1765211113.1636817
1565,"(705.9284057617188, 1159.963134765625, 5441.3603515625, 54.52562713623047)","(-0.9351327419281006, -0.9346269369125366, 0.9264050126075745, 0.9284711480140686)",-4.3,1765211113.3801637
1566,"(713.787353515625, 1187.13818359375, 5262.240234375, 67.61068725585938)","(-0.9369044899940491, -0.9358507990837097, 0.9275926947593689, 0.9300390481948853)",-4.3,1765211113.5973334
1567,"(723.3382568359375, 1137.424560546875, 5803.80810546875, 48.696372985839844)","(-0.9377579092979431, -0.9377633333206177, 0.9297782778739929, 0.9308329820632935)",-4.3,1765211113.8151696
1568,"(666.0360107421875, 1628.0087890625, 5367.70263671875, 83.67371368408203)","(-0.9402154684066772, -0.9400737881660461, 0.9341211318969727, 0.9345927834510803)",-2.5,1765211114.248893
1569,"(671.2302856445312, 1549.91455078125, 5151.41015625, 79.84848022460938)","(-0.9409847259521484, -0.9405106902122498, 0.9348587393760681, 0.9354165196418762)",-2.4,1765211114.4658215
1570,"(685.1400146484375, 1553.545654296875, 5323.7939453125, 77.06378173828125)","(-0.9421477317810059, -0.9418192505836487, 0.9356265068054199, 0.9366335272789001)",-2.4,1765211114.686052
1571,"(668.27587890625, 1680.6746826171875, 5043.0986328125, 86.68353271484375)","(-0.9439703226089478, -0.943774402141571, 0.9377926588058472, 0.9379000663757324)",-2.4,1765211114.9004695
1572,"(686.2992553710938, 1545.228759765625, 5053.265625, 88.59808349609375)","(-0.9451947808265686, -0.9445896148681641, 0.939063310623169, 0.9395968317985535)",-2.4,1765211115.1170046
1573,"(725.496337890625, 1495.05126953125, 5411.95654296875, 94.53633880615234)","(-0.9465215802192688, -0.9466250538825989, 0.9407122135162354, 0.9410616755485535)",-2.4,1765211115.333781
1574,"(692.7847900390625, 1492.599365234375, 5211.4892578125, 94.79147338867188)","(-0.9480932354927063, -0.9479835629463196, 0.941879153251648, 0.9422734379768372)",-2.4,1765211115.5492625
1575,"(706.1607055664062, 1547.09521484375, 5253.322265625, 99.69071960449219)","(-0.94912189245224, -0.9494825005531311, 0.942689836025238, 0.9432925581932068)",-2.4,1765211115.7675233
1576,"(725.791748046875, 1456.890380859375, 5247.236328125, 96.40591430664062)","(-0.9821287989616394, -0.9502534866333008, 0.9440382719039917, 0.9443762898445129)",-2.4,1765211115.9826968
1577,"(681.34619140625, 1515.203125, 5322.82177734375, 98.6351089477539)","(-0.9020166993141174, -0.9014421105384827, 0.9456568360328674, 0.9463151693344116)",-2.4,1765211116.2007658
1578,"(663.584716796875, 1567.5467529296875, 5029.35498046875, 104.13719177246094)","(-0.9033648371696472, -0.9030513763427734, 0.9466187357902527, 0.9476285576820374)",-2.4,1765211116.419061
1579,"(700.2071533203125, 1559.88623046875, 5196.05615234375, 110.55364990234375)","(-0.9052973389625549, -0.9051867127418518, 0.9485289454460144, 0.9488164186477661)",-2.4,1765211116.63459
1580,"(685.3076782226562, 1543.279296875, 5263.189453125, 109.93801879882812)","(-0.9071193337440491, -0.9070538878440857, 0.9004679918289185, 0.9011681079864502)",-2.4,1765211116.8524272
1581,"(685.182373046875, 1579.5838623046875, 4992.10498046875, 114.35908508300781)","(-0.9087409973144531, -0.9462432861328125, 0.9019715189933777, 0.9029145240783691)",-2.4,1765211117.068555
1582,"(699.3192138671875, 1504.53125, 5185.02099609375, 113.33692169189453)","(-0.9105144143104553, -0.9101501703262329, 0.9040542840957642, 0.9048371315002441)",-2.4,1765211117.289136
1583,"(752.973876953125, 1516.375, 5542.26318359375, 110.7732925415039)","(-0.912364661693573, -0.9121648073196411, 0.9059519171714783, 0.9064131379127502)",-2.4,1765211117.5052621
1584,"(694.0951538085938, 1537.2841796875, 5296.3310546875, 114.09396362304688)","(-0.9144353270530701, -0.9142178297042847, 0.9076206088066101, 0.9082689881324768)",-2.4,1765211117.7193756
1585,"(694.951171875, 1550.795166015625, 5349.43310546875, 112.36158752441406)","(-0.9159197211265564, -0.9157159328460693, 0.9092962741851807, 0.9099195003509521)",-2.4,1765211117.9405842
1586,"(683.092529296875, 1506.261474609375, 4917.8076171875, 106.74235534667969)","(-0.9173304438591003, -0.9169864058494568, 0.9110568165779114, 0.9116955399513245)",-2.4,1765211118.1541634
1587,"(693.112548828125, 1535.684326171875, 5196.751953125, 111.7011489868164)","(-0.9192789196968079, -0.9188253283500671, 0.9126485586166382, 0.9131308197975159)",-2.4,1765211118.3710775
1588,"(701.02880859375, 1642.36767578125, 4976.318359375, 119.94356536865234)","(-0.9207863211631775, -0.9933631420135498, 0.9146779775619507, 0.9147894382476807)",-2.4,1765211118.589226
1589,"(741.980224609375, 1530.999267578125, 5171.369140625, 109.38246154785156)","(-0.9229545593261719, -0.9223645329475403, 0.9162717461585999, 0.9163825511932373)",-2.4,1765211118.805612
1590,"(770.0415649414062, 1536.9913330078125, 5277.71875, 107.06950378417969)","(-0.9243162870407104, -0.9240723848342896, 0.9179779887199402, 0.9182130098342896)",-2.4,1765211119.0225582
1591,"(730.0086669921875, 1556.5860595703125, 5297.5439453125, 104.7788314819336)","(-0.925418496131897, -0.9254307746887207, 0.9196431636810303, 0.9198972582817078)",-2.4,1765211119.2390516
1592,"(713.571044921875, 1521.8837890625, 5385.8271484375, 110.0828857421875)","(-0.9279137253761292, -0.9273885488510132, 0.9209266901016235, 0.9217468500137329)",-2.4,1765211119.4563968
1593,"(670.2073364257812, 1434.3067626953125, 5055.28759765625, 98.74870300292969)","(-0.9292072057723999, -0.9291613101959229, 0.9228414297103882, 0.9231958389282227)",-2.4,1765211119.6751418
1594,"(696.6688842773438, 1537.0390625, 5266.8359375, 102.45572662353516)","(-0.9313707947731018, -0.9308406710624695, 0.9237110018730164, 0.9245542287826538)",-2.4,1765211119.8895059
1595,"(671.874267578125, 1598.233154296875, 5324.53662109375, 106.88557434082031)","(-0.9326622486114502, -0.9903658032417297, 0.9255783557891846, 0.9260936975479126)",-2.4,1765211120.10781
1596,"(720.814453125, 1497.952392578125, 5256.2001953125, 104.89512634277344)","(-0.9333579540252686, -0.9332695007324219, 0.9268298745155334, 0.9279313683509827)",-2.4,1765211120.3242564
1597,"(740.8392333984375, 1497.52294921875, 5167.0947265625, 103.56871795654297)","(-0.9347451329231262, -0.9341092705726624, 0.9291191101074219, 0.9295288920402527)",-2.4,1765211120.541882
1598,"(725.4520263671875, 1455.434326171875, 4982.548828125, 100.3936538696289)","(-0.9364635944366455, -0.9364699721336365, 0.9300139546394348, 0.930779218673706)",-2.4,1765211120.7593093
1599,"(727.7167358398438, 1502.261474609375, 5316.9267578125, 107.23495483398438)","(-0.9382978081703186, -0.9381757974624634, 0.9313688278198242, 0.932039201259613)",-2.4,1765211120.9748929
1600,"(818.4366455078125, 1957.502197265625, 4796.470703125, 130.1078338623047)","(-0.9449961185455322, -0.9450624585151672, 0.9395448565483093, 0.9397892951965332)",-1.0,1765211122.0606148
1601,"(769.843017578125, 1877.08935546875, 4665.1884765625, 128.7286834716797)","(-0.9470863342285156, -0.9468690156936646, 0.9405972361564636, 0.9404976963996887)",-1.0,1765211122.277929
1602,"(824.2691040039062, 2036.61865234375, 5054.1298828125, 126.30071258544922)","(-0.9479374885559082, -0.9476682543754578, 0.9414069652557373, 0.9413713216781616)",-1.0,1765211122.4934695
1603,"(789.3736572265625, 2021.4241943359375, 4870.212890625, 132.29345703125)","(-0.9492303729057312, -0.9491920471191406, 0.9433874487876892, 0.943206787109375)",-1.0,1765211122.7116234
1604,"(809.7364501953125, 1947.4515380859375, 4883.615234375, 131.25021362304688)","(-0.9508914351463318, -0.950664222240448, 0.9445257186889648, 0.9445075392723083)",-1.0,1765211122.928158
1605,"(816.97265625, 1942.8427734375, 4918.69677734375, 148.67575073242188)","(-0.9013667702674866, -0.982134222984314, 0.9457915425300598, 0.9455723166465759)",-1.0,1765211123.1449168
1606,"(776.313232421875, 1865.7640380859375, 4766.7216796875, 140.2748260498047)","(-0.9037255048751831, -0.9036047458648682, 0.9468802213668823, 0.9467064738273621)",-1.0,1765211123.364185
1607,"(821.639892578125, 1905.487060546875, 4796.796875, 145.98684692382812)","(-0.9048833847045898, -0.9051980376243591, 0.948611855506897, 0.9485991597175598)",-1.0,1765211123.5793042
1608,"(810.3521728515625, 1836.7144775390625, 4768.17822265625, 145.11724853515625)","(-0.9067106246948242, -0.907102108001709, 0.9006972908973694, 0.9003504514694214)",-1.0,1765211123.8004847
1609,"(821.8993530273438, 1986.650390625, 4757.634765625, 149.9208221435547)","(-0.9084833860397339, -0.9083496332168579, 0.902075469493866, 0.9020914435386658)",-1.0,1765211124.0126042
1610,"(829.5396728515625, 2039.3876953125, 4838.1435546875, 167.12277221679688)","(-0.910340428352356, -0.9103363156318665, 0.9043282866477966, 0.9041317105293274)",-1.0,1765211124.230308
1611,"(828.21337890625, 1961.7138671875, 4778.08251953125, 158.3604736328125)","(-0.9123973250389099, -0.9118557572364807, 0.9061701893806458, 0.9059865474700928)",-1.0,1765211124.4483697
1612,"(810.4107666015625, 1978.9901123046875, 4841.609375, 157.21934509277344)","(-0.9140570163726807, -0.9768038988113403, 0.9079367518424988, 0.9078541398048401)",-1.0,1765211124.6657903
1613,"(775.82373046875, 2049.73388671875, 4696.794921875, 122.306640625)","(-0.9159299731254578, -0.9156308770179749, 0.9094370007514954, 0.9096114635467529)",-1.0,1765211124.8862224
1614,"(822.1129150390625, 2095.19970703125, 4779.19140625, 117.32868194580078)","(-0.917360246181488, -0.9174570441246033, 0.9112685918807983, 0.9108551740646362)",-1.0,1765211125.0978823
1615,"(783.00341796875, 2005.11474609375, 4736.44482421875, 129.89598083496094)","(-0.9193689227104187, -0.9191539883613586, 0.9126086831092834, 0.9125559329986572)",-1.0,1765211125.315132
1616,"(728.0335083007812, 2096.221923828125, 4555.40966796875, 142.29092407226562)","(-0.9207789301872253, -0.9208391904830933, 0.9146649837493896, 0.9142982959747314)",-1.0,1765211125.5333414
1617,"(736.448974609375, 2115.612548828125, 4704.2509765625, 152.56195068359375)","(-0.9220426678657532, -0.9220407009124756, 0.9162094593048096, 0.9163357615470886)",-1.0,1765211125.7488723
1618,"(818.641357421875, 2067.509765625, 4749.3603515625, 158.38961791992188)","(-0.9244067072868347, -0.924165666103363, 0.9180663228034973, 0.9180338382720947)",-1.0,1765211125.9670408
1619,"(847.822509765625, 2095.729736328125, 4806.82177734375, 179.33030700683594)","(-0.9257184267044067, -0.9708960652351379, 0.9194009304046631, 0.919603705406189)",-1.0,1765211126.1821764
1620,"(817.0015869140625, 2101.2685546875, 4613.25927734375, 197.9033203125)","(-0.927510142326355, -0.927477240562439, 0.9211578369140625, 0.9213111400604248)",-1.0,1765211126.4013517
1621,"(816.4977416992188, 2037.525390625, 4755.29248046875, 190.58233642578125)","(-0.9288269877433777, -0.9288676381111145, 0.9228565096855164, 0.9229228496551514)",-1.0,1765211126.61819
1622,"(780.1563110351562, 2074.251220703125, 4696.8564453125, 194.13999938964844)","(-0.930061399936676, -0.9302302002906799, 0.9243540167808533, 0.9243898391723633)",-1.0,1765211126.833831
1623,"(738.7180786132812, 2093.895263671875, 4678.77734375, 199.58334350585938)","(-0.9316360950469971, -0.9321402311325073, 0.9260292053222656, 0.9257364869117737)",-1.0,1765211127.0519783
1624,"(751.6939697265625, 2080.3740234375, 4717.7294921875, 205.99960327148438)","(-0.9331365823745728, -0.9331069588661194, 0.9273831248283386, 0.927828311920166)",-1.0,1765211127.267505
1625,"(769.4041748046875, 2028.9686279296875, 4764.642578125, 198.13558959960938)","(-0.9349502325057983, -0.9351029992103577, 0.9286136627197266, 0.928802490234375)",-1.0,1765211127.485297
1626,"(756.325439453125, 2075.71337890625, 4476.76806640625, 201.50076293945312)","(-0.9366016983985901, -0.9361847043037415, 0.9303525686264038, 0.9309270977973938)",-1.0,1765211127.703467
1627,"(770.971435546875, 2038.2225341796875, 4684.09326171875, 203.3135986328125)","(-0.9373376369476318, -0.9374778270721436, 0.9321260452270508, 0.9321272373199463)",-1.0,1765211127.919056
1628,"(783.2728271484375, 1967.8236083984375, 4849.876953125, 200.09420776367188)","(-0.9393661022186279, -0.939149796962738, 0.9332613945007324, 0.9336569309234619)",-1.0,1765211128.136805
1629,"(767.3960571289062, 1987.6151123046875, 4709.033203125, 193.160400390625)","(-0.9404826760292053, -0.9409074187278748, 0.9347670078277588, 0.9347376823425293)",-1.0,1765211128.354272
1630,"(777.7180786132812, 2013.916015625, 4592.66357421875, 199.0636444091797)","(-0.9420726895332336, -0.9417386651039124, 0.9363252520561218, 0.9365858435630798)",-1.0,1765211128.5706177
1631,"(823.8525390625, 1954.0048828125, 4945.95556640625, 198.5321044921875)","(-0.9433009028434753, -0.94353187084198, 0.9373880624771118, 0.9374802112579346)",-1.0,1765211128.7857616
1632,"(788.6065063476562, 2641.4111328125, 3919.9892578125, 204.97491455078125)","(-0.946427583694458, -0.9465155005455017, 0.9403221011161804, 0.9403301477432251)",1.0,1765211129.2221186
1633,"(803.2807006835938, 2585.1943359375, 3891.8505859375, 195.991455078125)","(-0.9478011727333069, -0.9480160474777222, 0.9421752095222473, 0.9415996074676514)",1.1,1765211129.4409237
1634,"(823.1959228515625, 2694.79931640625, 4111.88671875, 183.0700225830078)","(-0.9491410851478577, -0.9492422938346863, 0.9431297183036804, 0.9430491924285889)",1.1,1765211129.6605256
1635,"(830.1937255859375, 2917.28076171875, 4174.54345703125, 190.1305389404297)","(-0.9499918222427368, -0.982124388217926, 0.9446533918380737, 0.9449364542961121)",1.1,1765211129.8708677
1636,"(847.8486328125, 2775.860595703125, 4273.0419921875, 183.37619018554688)","(-0.9020562767982483, -0.9014647603034973, 0.9454041719436646, 0.9452898502349854)",1.1,1765211130.089087
1637,"(908.9520263671875, 2675.015380859375, 4650.61962890625, 178.62957763671875)","(-0.9034551978111267, -0.9039613604545593, 0.9474326968193054, 0.9467345476150513)",1.1,1765211130.3068905
1638,"(862.9578247070312, 2748.6728515625, 4538.60888671875, 183.9794921875)","(-0.9043982028961182, -0.9049270153045654, 0.9492228627204895, 0.9492260217666626)",1.1,1765211130.5224092
1639,"(859.9871215820312, 2750.657470703125, 4552.59912109375, 184.64590454101562)","(-0.905918538570404, -0.9058641791343689, 0.9006926417350769, 0.9006310105323792)",1.2,1765211130.7412224
1640,"(805.9210205078125, 2685.837646484375, 4675.1689453125, 170.08914184570312)","(-0.9080750346183777, -0.9077982306480408, 0.9924674034118652, 0.9025552272796631)",1.2,1765211130.9583993
1641,"(796.3218994140625, 2610.1435546875, 4290.66552734375, 171.14804077148438)","(-0.9101303815841675, -0.9101588129997253, 0.9038963913917542, 0.9039477109909058)",1.2,1765211131.173991
1642,"(759.746337890625, 2690.85791015625, 3989.91015625, 174.88925170898438)","(-0.911864161491394, -0.9120916724205017, 0.9059160947799683, 0.905760645866394)",1.2,1765211131.3921874
1643,"(789.5469360351562, 2554.193603515625, 4123.03125, 170.46762084960938)","(-0.9141152501106262, -0.9143008589744568, 0.9075773358345032, 0.9075230956077576)",1.2,1765211131.6076908
1644,"(860.604736328125, 2651.295654296875, 4170.06884765625, 170.30799865722656)","(-0.9156687259674072, -0.9153435230255127, 0.9092810153961182, 0.9095728993415833)",1.2,1765211131.825511
1645,"(817.8843994140625, 2643.661865234375, 4416.77880859375, 183.31912231445312)","(-0.9167760014533997, -0.9163565635681152, 0.9111413955688477, 0.9399200677871704)",1.2,1765211132.0417655
1646,"(846.649169921875, 2599.615234375, 4258.228515625, 170.67776489257812)","(-0.9189016819000244, -0.9186875820159912, 0.912613034248352, 0.9121004939079285)",1.2,1765211132.2619514
1647,"(879.4202270507812, 2777.30615234375, 4637.95458984375, 171.2212371826172)","(-0.9368942975997925, -0.9198002815246582, 0.958697497844696, 0.9144785404205322)",1.2,1765211132.4770637
1648,"(826.1943969726562, 2624.095458984375, 4247.75, 170.5233154296875)","(-0.9223138689994812, -0.9223635792732239, 0.9160621166229248, 0.9155851006507874)",1.2,1765211132.6927025
1649,"(812.8563232421875, 2860.9306640625, 4482.46728515625, 174.62094116210938)","(-0.9231529831886292, -0.9234983325004578, 0.9179118275642395, 0.9179447293281555)",1.2,1765211132.911858
1650,"(828.3339233398438, 2650.115966796875, 4281.2470703125, 177.9948272705078)","(-0.9252891540527344, -0.9251753091812134, 0.9187342524528503, 0.9191131591796875)",1.2,1765211133.1263173
1651,"(833.593994140625, 2651.2333984375, 4195.28662109375, 175.5456085205078)","(-0.9272186160087585, -0.9271730780601501, 0.920930027961731, 0.9206893444061279)",1.2,1765211133.3441882
1652,"(168.45077514648438, 167.35671997070312, 165.320556640625, 160.85189819335938)","(-0.9287236332893372, -0.928627073764801, 0.9221999645233154, 0.9225907921791077)",1.2,1765211133.6280892
1653,"(2612.934814453125, 4429.7509765625, 164.37631225585938, 163.6771240234375)","(-0.9295064806938171, -0.9297094345092773, 0.9237951636314392, 0.9237765669822693)",1.2,1765211133.793411
1654,"(873.8013305664062, 2534.67529296875, 4616.29052734375, 163.408447265625)","(-0.9268804788589478, -0.9311246871948242, 0.9653958082199097, 0.9256321787834167)",1.2,1765211133.995644
1655,"(827.498779296875, 2607.89306640625, 4255.73876953125, 156.5445098876953)","(-0.933033287525177, -0.9332389831542969, 0.9268522262573242, 0.926777720451355)",1.2,1765211134.2111444
1656,"(879.4638671875, 2703.362060546875, 4446.91796875, 157.13290405273438)","(-0.9351531267166138, -0.9353653192520142, 0.9287733435630798, 0.9285336136817932)",1.2,1765211134.4335322
